objectid;fid;code_insee;reg;dep;cv;ze2010;libgeo;p11_tot;p06_tot;p11_0014;p11_1529;p11_3044;p11_4559;p11_6074;p11_75p;p06_0014;p06_1529;p06_3044;p06_4559;p06_6074;p06_75p
20990;20989;2497;22;2;201;2204;Mons-en-Laonnois;1176;1064;264;159;246;253;188;66;242;145;227;253;139;58
20991;20990;2156;22;2;213;2204;Chalandry;226;210;43;31;55;50;31;17;36;38;42;51;24;17
21035;21034;2112;22;2;203;2205;Brancourt-le-Grand;620;626;129;111;129;122;77;52;158;95;144;110;75;44
21058;21057;2649;22;2;222;2201;Rocourt-Saint-Martin;304;310;57;52;47;89;43;16;77;60;66;77;18;12
21104;21103;2337;22;2;205;2203;Froidestrées;208;205;40;45;38;52;25;8;40;48;47;54;10;6
21117;21116;2462;22;2;215;2201;Mareuil-en-Dôle;261;218;65;35;68;41;35;17;50;33;47;47;25;16
21118;21117;2633;22;2;204;2206;Quincy-sous-le-Mont;65;64;12;11;14;17;10;1;10;15;16;14;8;1
21119;21118;2249;22;2;224;2206;Cuiry-Housse;109;108;25;10;24;24;18;8;19;23;20;34;9;3
21355;21354;2735;22;2;204;2206;Tannières;14;14;1;2;2;4;5;0;0;3;1;7;1;2
21424;21423;2084;22;2;207;2201;Bézu-le-Guéry;259;238;57;45;63;53;26;16;50;48;56;51;17;17
21451;21450;2031;22;2;202;2203;Aubenton;695;704;139;114;119;133;121;68;148;110;125;126;129;64
21457;21456;2605;22;2;225;2205;Pleine-Selve;180;161;40;24;40;36;26;14;32;26;35;27;26;15
21458;21457;2768;22;2;201;2206;Vauxaillon;509;436;132;91;111;95;57;23;111;82;102;77;46;18
21503;21502;2758;22;2;232;2206;Vailly-sur-Aisne;2073;2095;309;340;351;452;361;259;365;314;424;416;359;216
21506;21505;2587;22;2;238;2204;Parfondru;348;344;69;53;70;85;45;26;71;42;95;78;40;18
21508;21507;2696;22;2;212;2204;Saint-Thomas;103;76;25;15;25;19;8;10;14;10;20;14;10;9
21705;21704;2376;22;2;216;2205;Hauteville;165;186;28;31;25;39;27;15;34;34;38;37;34;10
21769;21768;2359;22;2;229;2205;Grugies;1149;886;271;206;247;242;127;56;184;124;217;202;115;44
21770;21769;2483;22;2;220;2205;Mézières-sur-Oise;540;540;105;73;101;121;93;49;97;67;121;112;93;49
21775;21774;2205;22;2;212;2204;Colligis-Crandelain;183;148;37;37;30;48;13;17;28;31;23;41;7;18
21776;21775;2812;22;2;236;56;Villers-Hélon;229;205;59;34;55;49;23;9;54;26;51;47;16;10
21807;21806;2432;22;2;204;2206;Limé;184;175;37;20;35;41;29;22;37;17;47;33;27;14
22036;22035;2457;22;2;230;2204;Marchais;376;360;84;45;96;75;45;31;66;57;98;71;37;31
22075;22074;2701;22;2;207;2201;Saulchery;652;676;127;111;132;122;99;61;142;99;156;121;100;58
22132;22131;2059;22;2;242;2202;Beautor;2658;2719;493;474;453;575;435;228;477;497;507;649;363;225
22135;22134;2076;22;2;221;2204;Bertricourt;163;125;56;18;49;28;8;4;44;11;39;22;5;4
22139;22138;2429;22;2;212;2204;Lierval;114;121;22;18;19;22;22;9;17;17;30;30;18;8
22140;22139;2704;22;2;211;2202;Selens;235;237;52;42;53;36;31;21;61;32;54;38;31;21
22212;22211;2371;22;2;240;2205;Harly;1697;1767;271;259;242;378;343;204;319;250;311;419;297;170
22213;22212;2143;22;2;206;2205;Le Catelet;195;201;44;26;38;45;25;18;39;33;46;39;24;18
22417;22416;2465;22;2;208;2201;Marigny-en-Orxois;472;459;97;69;114;107;53;31;107;62;122;101;41;26
22464;22463;2378;22;2;217;2203;La Hérie;151;168;23;23;26;42;23;15;31;27;38;42;19;12
22465;22464;2567;22;2;217;2203;Ohis;307;312;69;49;65;59;41;23;78;40;73;71;31;18
22473;22472;2366;22;2;237;2203;Hannapes;296;259;64;51;61;55;37;27;50;47;54;43;34;30
22474;22473;2303;22;2;233;2205;Fayet;630;538;129;66;113;141;113;69;80;61;79;155;108;56
22475;22474;2709;22;2;203;2205;Serain;393;394;86;57;79;80;57;34;76;65;81;80;59;34
22476;22475;2732;22;2;225;2205;Surfontaine;102;97;28;17;18;25;7;6;26;21;17;18;7;8
22477;22476;2362;22;2;209;2202;Guivry;265;251;54;39;51;65;38;18;52;38;55;63;24;19
22481;22480;2043;22;2;235;2206;Bagneux;72;71;17;10;17;17;6;5;17;9;25;13;5;3
22513;22512;2739;22;2;232;2206;Terny-Sorny;309;312;73;38;78;59;47;14;66;52;78;61;38;17
22551;22550;2384;22;2;234;2204;Houry;59;62;13;8;13;11;12;2;18;12;15;10;8;0
22656;22655;2467;22;2;222;56;Marizy-Saint-Mard;58;39;12;10;18;8;5;4;4;9;14;4;5;5
22706;22705;2713;22;2;215;2201;Seringes-et-Nesles;292;278;55;50;53;82;37;14;66;49;67;57;28;12
22751;22750;2664;22;2;210;2201;Rozoy-Bellevalle;105;112;21;16;26;19;16;8;26;11;27;27;12;10
22792;22791;2194;22;2;219;2204;Cilly;223;227;36;31;40;51;42;23;41;33;46;58;32;17
22793;22792;2256;22;2;226;2204;Dagny-Lambercy;135;133;28;14;23;31;22;16;26;18;23;35;15;16
22794;22793;2608;22;2;234;2203;Plomion;472;509;72;99;79;100;65;57;90;90;98;95;86;48
22795;22794;2040;22;2;234;2203;Autreppes;184;175;43;25;35;42;22;18;29;30;43;31;22;19
22801;22800;2638;22;2;213;2204;Remies;239;239;39;37;48;56;28;30;39;44;48;54;29;26
22802;22801;2525;22;2;239;2205;Morcourt;602;563;113;70;123;134;113;49;96;91;98;145;94;39
22803;22802;2754;22;2;209;2202;Ugny-le-Gay;168;156;29;25;42;30;27;15;33;20;37;28;27;11
22805;22804;2755;22;2;201;2204;Urcel;539;570;105;88;116;115;78;37;136;85;143;113;58;35
22806;22805;2766;22;2;232;2206;Vaudesson;256;250;67;40;55;50;23;21;64;28;65;48;23;22
22807;22806;2566;22;2;209;2202;Ognes;1180;1108;201;162;228;240;241;108;191;154;235;249;187;94
22808;22807;2077;22;2;241;2206;Berzy-le-Sec;400;396;78;61;92;85;58;25;72;68;87;89;49;31
22858;22857;2486;22;2;230;2204;Missy-lès-Pierrepont;112;100;27;21;26;20;9;8;27;22;27;9;9;7
23081;23080;2137;22;2;222;2201;Bussiares;125;109;31;16;38;19;13;8;23;16;24;23;19;4
23115;23114;2644;22;2;236;56;Retheuil;386;368;83;56;76;100;47;23;88;57;96;75;36;17
23119;23118;2206;22;2;227;2203;Colonfay;76;71;18;15;9;16;10;8;10;18;5;20;15;3
23129;23128;2471;22;2;212;2204;Martigny-Courpierre;120;111;26;19;26;26;14;9;19;16;25;30;9;13
23132;23131;2824;22;2;238;2204;Vorges;385;378;69;48;60;101;72;36;70;49;79;97;57;26
23134;23133;2620;22;2;204;2206;Presles-et-Boves;362;356;63;69;67;87;54;23;83;51;80;75;47;20
23183;23182;2253;22;2;235;2206;Cuisy-en-Almont;324;333;68;47;61;77;47;24;62;46;57;92;52;24
23223;23222;2048;22;2;213;2204;Barenton-sur-Serre;118;111;23;18;33;20;16;8;25;17;28;25;7;9
23324;23323;2083;22;2;215;2201;Beuvardes;722;701;146;107;167;142;106;54;150;106;155;150;91;48
23361;23360;2279;22;2;208;2201;Épaux-Bézu;584;564;128;82;126;147;70;31;141;66;137;125;66;30
23438;23437;2507;22;2;224;56;Montgru-Saint-Hilaire;34;34;4;7;4;12;5;2;5;4;6;12;3;4
23485;23484;2100;22;2;206;2205;Bony;140;120;33;37;21;31;13;5;30;25;26;21;10;7
23486;23485;2390;22;2;233;2205;Jeancourt;250;240;61;33;68;48;25;15;50;45;52;54;27;12
23490;23489;2501;22;2;238;2204;Montchâlons;63;67;8;7;14;15;12;5;11;9;15;17;11;4
23491;23490;2765;22;2;201;2204;Vaucelles-et-Beffecourt;215;219;33;30;43;61;33;15;38;39;46;55;25;16
23492;23491;2219;22;2;211;2206;Coucy-la-Ville;214;193;43;57;34;37;28;14;34;56;36;31;22;14
23493;23492;2589;22;2;232;2204;Pargny-Filain;239;229;45;41;50;57;30;17;39;40;54;50;35;10
23494;23493;2722;22;2;299;2206;Soissons;28551;28442;5301;5673;4950;5623;3909;3095;5175;5975;5327;5452;3720;2793
23495;23494;2663;22;2;224;2206;Rozières-sur-Crise;230;236;37;27;43;62;44;17;34;31;42;85;28;15
23496;23495;2593;22;2;231;2206;Pasly;1031;1011;150;136;164;298;202;81;173;129;212;269;172;56
23723;23722;2129;22;2;204;2206;Bruys;19;20;4;0;6;5;2;3;2;0;7;6;2;3
23866;23865;2020;22;2;202;2203;Any-Martin-Rieux;474;509;101;64;84;109;72;46;117;71;105;107;60;49
23867;23866;2079;22;2;202;2203;Besmont;155;148;19;25;21;34;34;23;20;17;31;28;39;13
23868;23867;2789;22;2;234;2203;Vervins;2614;2685;478;491;477;489;392;286;484;539;525;503;400;234
23873;23872;2756;22;2;220;2205;Urvillers;613;596;112;76;129;152;101;43;115;80;135;154;72;41
23874;23873;2694;22;2;229;2205;Saint-Simon;615;642;118;126;123;119;94;35;127;137;130;139;64;45
23875;23874;2345;22;2;220;2205;Gibercourt;47;40;12;9;11;9;4;2;10;5;13;6;3;3
23876;23875;2178;22;2;212;2204;Chermizy-Ailles;101;81;25;17;26;14;15;4;17;10;20;16;13;6
23878;23877;2159;22;2;211;2206;Champs;290;285;49;47;47;76;33;39;61;39;55;57;43;31
23908;23907;2124;22;2;220;2205;Brissy-Hamégicourt;640;637;113;84;126;134;115;68;105;96;123;148;87;79
23910;23909;2646;22;2;204;2204;Révillon;71;59;21;11;17;14;4;3;21;7;19;3;5;3
24070;24069;2377;22;2;234;2203;Haution;150;145;29;20;26;42;25;9;23;25;30;33;19;14
24135;24134;2227;22;2;215;2201;Courmont;110;113;17;16;14;32;19;13;15;23;18;28;19;9
24137;24136;2748;22;2;210;2201;Trélou-sur-Marne;981;938;159;136;200;231;152;102;157;124;212;228;113;104
24138;24137;2105;22;2;208;2201;Bouresches;202;206;40;33;43;48;23;16;40;43;46;41;21;16
24200;24199;2009;22;2;220;2205;Alaincourt;511;488;116;71;110;90;99;24;94;87;94;124;61;29
24203;24202;2346;22;2;230;2204;Gizy;681;697;119;100;113;151;149;49;136;97;138;172;101;53
24206;24205;2551;22;2;232;2206;Neuville-sur-Margival;122;108;32;28;35;20;4;4;31;31;22;17;3;4
24253;24252;2410;22;2;236;56;Largny-sur-Automne;231;244;46;40;40;61;30;14;53;34;64;51;23;19
24301;24300;2353;22;2;219;2204;Grandlup-et-Fay;314;316;79;45;62;60;34;33;79;51;70;49;39;28
24513;24512;2428;22;2;222;2201;Licy-Clignon;84;88;17;13;16;19;14;5;19;17;20;19;11;4
24514;24513;2228;22;2;210;2201;Courtemont-Varennes;293;297;40;42;45;72;46;48;40;48;62;68;43;36
24515;24514;2806;22;2;215;2201;Villeneuve-sur-Fère;277;275;57;35;61;51;39;34;52;49;55;62;29;27
24516;24515;2085;22;2;208;2201;Bézu-Saint-Germain;977;640;284;157;241;197;67;31;162;89;160;142;64;22
24565;24564;2563;22;2;216;2205;Noyales;171;161;40;22;30;42;24;13;30;28;34;37;18;13
24567;24566;2715;22;2;204;2204;Serval;47;38;6;9;9;9;12;3;6;5;5;4;16;2
24568;24567;2400;22;2;232;2206;Laffaux;147;122;26;26;34;30;19;13;23;15;37;22;19;5
24569;24568;2577;22;2;232;2206;Ostel;80;83;12;12;13;22;13;7;16;14;12;23;8;12
24570;24569;2585;22;2;224;2206;Parcy-et-Tigny;250;243;54;31;62;62;29;12;53;35;58;62;28;7
24571;24570;2536;22;2;224;2206;Nampteuil-sous-Muret;89;77;17;13;23;13;18;4;15;13;13;21;12;3
24656;24655;2480;22;2;213;2204;Mesbrecourt-Richecourt;297;289;45;52;70;63;36;32;44;60;68;55;29;33
24777;24776;2557;22;2;236;56;Noroy-sur-Ourcq;152;147;30;29;30;34;15;13;31;25;29;32;17;14
24917;24916;2181;22;2;226;2204;Chéry-lès-Rozoy;107;101;23;18;15;18;27;6;26;17;13;18;19;8
24932;24931;2224;22;2;204;2206;Courcelles-sur-Vesle;355;321;80;74;75;69;35;22;67;74;66;55;35;23
25216;25215;2099;22;2;222;2201;Bonnesvalyn;248;195;65;28;65;60;14;17;37;34;53;37;20;15
25259;25258;2342;22;2;205;2203;Gergny;152;156;27;32;30;36;15;14;32;27;39;31;16;12
25260;25259;2038;22;2;226;2203;Les Autels;74;74;18;6;11;12;13;14;16;8;11;12;22;5
25267;25266;2604;22;2;229;2205;Pithon;72;85;12;3;13;22;10;12;11;12;16;24;8;14
25269;25268;2005;22;2;221;2204;Aguilcourt;371;342;80;47;82;93;53;15;65;54;74;98;34;17
25270;25269;2407;22;2;201;2204;Laniscourt;171;183;31;28;33;51;11;17;39;31;35;49;15;14
25271;25270;2771;22;2;204;2206;Vauxcéré;103;108;22;14;21;25;17;4;30;17;29;18;11;3
25272;25271;2363;22;2;211;2206;Guny;450;432;84;69;101;100;53;43;77;59;96;95;59;47
25273;25272;2107;22;2;211;2202;Bourguignon-sous-Coucy;92;90;24;9;21;19;11;8;15;18;19;22;11;6
25337;25336;2379;22;2;227;2205;Le Hérie-la-Viéville;241;231;42;39;46;50;40;22;40;38;48;49;35;22
25475;25474;2727;22;2;219;2204;Sons-et-Ronchères;229;229;40;34;45;46;37;26;37;46;46;50;36;16
25549;25548;2718;22;2;222;56;Silly-la-Poterie;130;142;21;16;22;33;24;13;28;20;28;40;15;10
25590;25589;2448;22;2;230;2204;Mâchecourt;116;136;22;13;22;38;15;6;36;23;23;39;8;7
25592;25591;2574;22;2;217;2203;Origny-en-Thiérache;1562;1501;314;217;298;266;239;228;270;218;281;311;206;215
25593;25592;2455;22;2;216;2203;Malzy;189;202;35;29;37;45;23;20;32;44;36;44;24;22
25603;25602;2636;22;2;225;2205;Regny;208;220;40;27;39;40;43;17;36;37;40;54;33;19
25604;25603;2310;22;2;239;2205;Fieulaine;279;271;49;43;61;64;33;29;48;36;54;65;43;25
25605;25604;2222;22;2;214;2204;Courbes;34;35;6;5;6;10;6;1;9;5;9;7;5;0
25607;25606;2245;22;2;231;2206;Cuffies;1739;1698;290;475;282;324;232;136;315;432;320;312;212;107
25643;25642;2106;22;2;212;2204;Bourg-et-Comin;787;730;172;125;130;135;96;129;130;107;131;133;89;141
25928;25927;2592;22;2;225;2205;Parpeville;243;226;54;41;55;38;23;30;51;34;56;35;29;19
25929;25928;2702;22;2;233;2205;Savy;602;641;102;75;122;148;105;50;134;83;140;181;61;42
25931;25930;2383;22;2;240;2205;Homblières;1499;1439;299;250;302;349;214;85;281;278;289;350;159;82
25934;25933;2530;22;2;212;2204;Moulins;103;98;23;7;25;22;12;13;11;12;21;26;17;10
25936;25935;2770;22;2;241;2206;Vauxbuin;770;789;125;93;112;181;202;58;137;97;133;217;146;59
25937;25936;2597;22;2;204;2206;Perles;81;80;17;14;19;16;9;5;22;10;26;6;6;9
25974;25973;2485;22;2;241;2206;Missy-aux-Bois;111;102;27;19;19;26;10;10;20;16;24;24;9;9
25975;25974;2803;22;2;221;2204;La Ville-aux-Bois-lès-Pontavert;122;121;24;22;23;28;18;8;24;19;24;30;20;5
26145;26144;2590;22;2;210;2201;Pargny-la-Dhuys;175;165;35;15;30;47;24;23;30;20;32;39;21;24
26165;26164;2697;22;2;238;2204;Samoussy;327;379;54;51;57;112;40;13;64;88;64;122;25;16
26167;26166;2185;22;2;222;56;Chézy-en-Orxois;362;377;95;35;89;69;53;20;87;49;88;80;47;25
26195;26194;2458;22;2;210;2201;Marchais-en-Brie;275;265;55;36;67;49;34;34;57;35;64;46;39;24
26196;26195;2724;22;2;222;2201;Sommelans;59;55;17;6;15;15;2;3;13;7;16;13;3;3
26241;26240;2819;22;2;226;2204;Vincy-Reuil-et-Magny;125;132;20;14;17;32;30;12;18;18;18;44;24;10
26242;26241;2742;22;2;219;2204;Thiernu;104;119;6;17;18;29;23;11;17;17;23;30;24;7
26247;26246;2382;22;2;233;2205;Holnon;1424;1364;276;217;272;302;271;86;291;173;340;296;214;51
26248;26247;2746;22;2;214;2205;Travecy;658;614;133;103;134;140;95;53;127;84;142;130;84;47
26253;26252;2267;22;2;235;2206;Dommiers;289;303;67;38;78;63;24;18;57;53;85;61;27;19
26294;26293;2210;22;2;232;2206;Condé-sur-Aisne;417;357;97;80;97;92;32;19;75;70;86;78;29;17
26390;26389;2798;22;2;207;2201;Viels-Maisons;1063;955;246;174;231;216;122;74;206;160;222;194;102;70
26446;26445;2512;22;2;222;56;Montigny-l'Allier;272;264;65;44;52;51;41;19;55;30;69;55;32;23
26477;26476;2404;22;2;234;2203;Landouzy-la-Cour;179;154;39;34;39;37;16;14;28;24;32;37;18;15
26478;26477;2198;22;2;232;2206;Clamecy;222;237;37;33;33;69;39;11;38;40;35;85;30;10
26480;26479;2764;22;2;212;2204;Vassogne;68;61;11;12;12;14;10;9;10;6;14;10;10;11
26558;26557;2289;22;2;207;2201;Essises;429;420;86;58;96;106;60;23;95;66;95;106;40;17
26606;26605;2790;22;2;219;2204;Vesles-et-Caumont;235;187;56;41;55;41;31;12;32;30;41;53;23;7
26612;26611;2430;22;2;230;2204;Liesse-Notre-Dame;1304;1202;206;232;247;261;169;189;196;178;237;267;150;174
26706;26705;2624;22;2;216;2203;Proisy;322;311;52;60;57;67;57;28;47;64;57;63;48;31
26708;26707;2823;22;2;227;2204;Voharies;68;73;10;14;12;11;12;8;18;9;14;11;10;10
26803;26802;2327;22;2;233;2205;Foreste;180;175;44;27;41;23;36;9;42;30;34;37;22;10
26872;26871;2088;22;2;238;2204;Bièvres;71;75;11;10;13;18;13;6;11;12;14;20;12;6
26913;26912;2347;22;2;208;2201;Gland;486;469;78;72;89;106;107;34;87;63;106;115;70;28
26950;26949;2116;22;2;234;2203;Braye-en-Thiérache;132;154;16;15;22;29;25;25;19;25;27;33;31;19
26951;26950;2388;22;2;202;2203;Iviers;214;168;38;39;28;48;37;25;18;30;31;36;33;20
26952;26951;2251;22;2;226;2204;Cuiry-lès-Iviers;37;40;11;4;7;9;3;3;7;6;10;7;2;7
26953;26952;2068;22;2;227;2204;Berlancourt;105;87;29;14;23;15;18;5;14;16;20;16;16;4
26959;26958;2779;22;2;237;2203;Vénérolles;221;233;48;28;42;50;35;18;42;36;37;69;30;19
26961;26960;2665;22;2;224;2206;Grand-Rozoy;302;282;67;49;61;69;39;17;55;52;67;73;23;11
26962;26961;2799;22;2;224;2206;Vierzy;443;417;112;86;88;95;41;22;102;79;99;79;47;13
27144;27143;2290;22;2;208;2201;Essômes-sur-Marne;2735;2444;535;452;581;613;367;187;435;388;552;548;357;164
27180;27179;2679;22;2;222;56;Saint-Gengoulph;151;145;39;23;36;38;11;4;39;20;47;21;16;2
27194;27193;2426;22;2;206;2205;Levergies;581;601;112;98;103;144;82;42;121;94;132;155;64;35
27297;27296;2582;22;2;212;2204;Paissy;69;70;9;15;15;11;11;7;11;12;17;12;12;6
27298;27297;2661;22;2;201;2204;Royaucourt-et-Chailvet;202;190;37;24;35;50;35;21;26;33;41;47;25;18
27300;27299;2672;22;2;235;2206;Saint-Bandry;279;234;65;50;57;59;23;25;50;38;53;47;36;10
27301;27300;2015;22;2;236;56;Ancienville;77;65;17;12;13;22;9;4;17;8;15;16;5;4
27355;27354;2254;22;2;235;2206;Cutry;118;110;31;15;28;28;14;1;29;17;30;27;6;1
27385;27384;2387;22;2;220;2205;Itancourt;1102;1111;203;190;204;254;173;78;244;171;241;254;138;63
27540;27539;2060;22;2;233;2205;Beauvois-en-Vermandois;280;283;52;39;59;62;44;23;48;38;68;55;50;23
27651;27650;2445;22;2;205;2203;Luzoir;293;286;56;36;65;41;66;29;47;41;62;58;59;19
27662;27661;2142;22;2;229;2205;Castres;234;213;56;26;63;51;21;17;51;27;59;43;20;13
27665;27664;2013;22;2;221;2204;Amifontaine;416;395;95;59;98;89;48;28;79;69;86;95;43;23
27666;27665;2309;22;2;238;2204;Festieux;640;523;165;126;147;116;52;34;124;102;123;100;42;32
27667;27666;2158;22;2;212;2204;Chamouille;263;234;69;36;68;51;23;16;66;36;63;38;24;7
27668;27667;2277;22;2;235;2206;Épagny;335;321;77;49;78;78;36;18;66;63;63;82;31;15
27699;27698;2537;22;2;232;2206;Nanteuil-la-Fosse;157;138;38;25;41;29;12;12;31;26;29;26;16;11
27832;27831;2479;22;2;204;2204;Merval;92;79;33;12;25;11;8;3;19;6;23;16;9;6
27908;27907;2654;22;2;216;2203;Romery;86;77;17;5;19;16;23;7;12;9;15;20;15;7
27977;27976;2338;22;2;219;2204;Froidmont-Cohartille;244;190;50;45;61;45;26;18;30;30;41;44;22;22
27978;27977;2050;22;2;223;2203;Barzy-en-Thiérache;308;300;67;47;56;52;59;25;53;52;62;66;44;22
27985;27984;2212;22;2;209;2202;Condren;711;700;133;93;139;156;130;60;121;103;153;167;112;44
27989;27988;2706;22;2;241;2206;Septmonts;587;532;127;86;134;132;68;40;120;92;109;114;61;37
27990;27989;2762;22;2;211;2206;Vassens;173;159;44;29;32;37;20;11;41;29;39;24;21;5
28028;28027;2052;22;2;201;2206;Bassoles-Aulers;136;137;29;19;31;29;17;10;30;21;32;28;15;9
28072;28071;2304;22;2;214;2202;La Fère;3054;2935;651;716;581;499;268;339;574;708;582;469;269;332
28136;28135;2408;22;2;297;2204;Laon;25745;26522;4709;5934;4614;4917;3282;2290;4974;6320;5051;5100;2696;2381
28305;28304;2522;22;2;202;2203;Mont-Saint-Jean;79;70;27;10;13;16;8;4;18;11;15;19;2;4
28306;28305;2674;22;2;202;2204;Saint-Clément;52;54;13;7;10;7;9;8;8;10;12;6;10;7
28307;28306;2652;22;2;234;2204;Rogny;105;98;15;20;20;28;13;8;18;10;27;26;9;9
28308;28307;2468;22;2;219;2204;Marle;2375;2432;432;415;388;508;355;276;452;420;460;527;325;247
28309;28308;2556;22;2;226;2204;Noircourt;89;92;15;13;13;32;7;9;14;16;18;30;5;9
28321;28320;2017;22;2;214;2202;Anguilcourt-le-Sart;298;279;73;45;70;56;34;20;61;44;59;55;34;26
28322;28321;2199;22;2;229;2205;Clastres;615;514;128;114;146;112;75;40;100;89;108;112;68;36
28323;28322;2504;22;2;229;2205;Montescourt-Lizerolles;1691;1646;406;303;333;334;184;130;365;333;322;299;214;113
28324;28323;2231;22;2;213;2204;Couvron-et-Aumencourt;1324;1414;235;549;212;185;104;38;226;659;243;179;70;37
28328;28327;2072;22;2;212;2204;Berrieux;181;164;39;30;37;41;22;12;34;26;38;31;28;7
28330;28329;2487;22;2;232;2206;Missy-sur-Aisne;682;698;116;107;137;201;89;33;143;122;162;186;65;21
28331;28330;2201;22;2;235;56;Coeuvres-et-Valsery;462;471;71;61;74;85;60;111;77;65;72;70;79;108
28332;28331;2506;22;2;236;56;Montgobert;204;195;36;30;46;47;29;16;36;21;53;35;31;19
28382;28381;2122;22;2;214;2204;Brie;59;59;12;9;9;19;7;3;13;9;10;19;6;3
28384;28383;2573;22;2;238;2204;Orgeval;71;69;12;10;11;14;16;9;17;7;17;12;10;7
28424;28423;2591;22;2;213;2204;Pargny-les-Bois;134;135;27;16;27;27;24;14;21;27;27;39;11;10
28597;28596;2236;22;2;211;2206;Crécy-au-Mont;286;327;61;34;65;65;51;10;75;54;78;71;33;16
28719;28718;2559;22;2;213;2204;Nouvion-et-Catillon;535;528;119;85;104;115;74;38;114;79;119;122;54;40
28721;28720;2627;22;2;221;2204;Proviseux-et-Plesnoy;119;94;31;17;30;19;12;10;17;14;17;25;12;9
28722;28721;2299;22;2;221;2204;Évergnicourt;567;533;117;98;111;120;73;47;106;85;125;102;78;37
28725;28724;2311;22;2;232;2204;Filain;135;119;38;25;32;22;12;5;31;23;25;20;14;6
28726;28725;2138;22;2;224;2206;Buzancy;186;178;35;25;39;49;33;5;32;26;39;57;20;5
29023;29022;2127;22;2;215;2201;Bruyères-sur-Fère;202;210;37;28;35;52;31;18;41;38;38;39;36;16
29074;29073;2833;22;2;217;2203;Wimy;452;496;91;66;84;95;71;45;102;78;86;109;69;52
29076;29075;2826;22;2;234;2203;Voulpaix;411;389;82;71;88;83;59;29;82;62;80;100;42;23
29084;29083;2273;22;2;229;2205;Dury;198;177;44;25;52;34;23;19;34;26;40;36;31;11
29085;29084;2082;22;2;224;2201;Beugneux;118;116;22;22;27;25;16;6;21;17;35;20;12;11
29086;29085;2734;22;2;236;56;Taillefontaine;267;276;51;28;58;54;52;24;52;32;61;65;41;23
29087;29086;2154;22;2;224;2206;Chacrise;313;309;59;48;67;75;52;12;53;52;69;84;36;14
29088;29087;2086;22;2;211;2202;Bichancourt;1053;928;231;140;236;239;139;69;180;143;208;215;131;51
29089;29088;2078;22;2;211;2202;Besmé;157;154;43;19;41;27;20;7;38;30;33;27;17;9
29090;29089;2795;22;2;235;2206;Vic-sur-Aisne;1755;1708;310;338;309;393;235;170;292;352;339;383;196;145
29132;29131;2252;22;2;212;2204;Cuissy-et-Geny;65;67;9;12;11;16;14;3;16;11;17;12;7;4
29369;29368;2350;22;2;230;2204;Goudelancourt-lès-Pierrepont;152;131;33;26;29;25;26;13;23;19;24;36;15;14
29392;29391;2074;22;2;214;2204;Bertaucourt-Epourdon;615;541;138;99;137;151;68;24;117;106;114;129;54;21
29423;29422;2744;22;2;222;2201;Torcy-en-Valois;83;80;15;13;12;25;10;9;15;14;15;24;6;7
29481;29480;2723;22;2;226;2204;Soize;96;101;20;11;14;24;12;16;19;23;14;24;9;12
29482;29481;2444;22;2;234;2204;Lugny;121;133;16;15;17;37;24;11;18;20;23;37;16;18
29490;29489;2459;22;2;239;2205;Marcy;163;167;32;20;30;36;32;12;37;12;32;44;31;10
29491;29490;2367;22;2;229;2205;Happencourt;144;160;27;27;28;34;19;9;35;23;37;39;16;10
29492;29491;2315;22;2;229;2205;Flavy-le-Martel;1628;1578;332;267;296;310;256;166;309;227;311;328;229;176
29494;29493;2399;22;2;221;2204;Juvincourt-et-Damary;519;444;149;75;125;91;63;16;109;60;104;107;46;20
29495;29494;2080;22;2;218;2204;Besny-et-Loizy;370;350;70;69;61;102;49;20;68;70;84;75;40;14
29496;29495;2333;22;2;211;2206;Fresnes;156;148;35;29;37;23;24;8;25;37;34;29;15;8
29497;29496;2087;22;2;235;2206;Bieuxy;30;25;6;1;11;3;8;0;5;2;7;6;4;0
29498;29497;2686;22;2;211;2202;Saint-Paul-aux-Bois;396;390;80;63;73;103;60;17;74;68;80;106;43;19
29544;29543;2613;22;2;221;2204;Pontavert;594;599;135;107;140;116;71;27;146;103;159;113;52;26
29745;29744;2169;22;2;219;2204;Châtillon-lès-Sons;85;82;14;12;13;19;13;15;6;14;14;22;13;12
29783;29782;2030;22;2;206;2205;Aubencheul-aux-Bois;304;301;70;36;57;58;54;29;75;40;66;51;49;19
29813;29812;2509;22;2;222;2201;Monthiers;149;150;32;25;35;34;15;7;39;16;40;34;17;4
29814;29813;2596;22;2;207;2201;Pavant;806;757;173;132;203;148;96;55;166;130;168;167;75;52
29848;29847;2629;22;2;227;2203;Puisieux-et-Clanlieu;295;291;76;50;52;58;34;26;62;46;63;61;36;24
29849;29848;2832;22;2;227;2203;Wiège-Faty;227;222;45;40;46;53;24;20;48;35;51;41;27;20
29856;29855;2296;22;2;233;2205;Étreillers;1204;1081;238;155;254;247;171;138;190;149;203;281;131;128
29857;29856;2830;22;2;237;2205;Wassigny;971;995;220;142;200;216;136;57;210;181;210;205;115;75
29859;29858;2217;22;2;211;2206;Coucy-le-Château-Auffrique;1064;1041;193;163;205;207;169;128;199;154;206;215;128;139
29908;29907;2440;22;2;221;2204;Lor;144;138;37;11;35;29;18;14;25;18;28;34;14;18
29945;29944;2403;22;2;227;2205;Landifay-et-Bertaignemont;289;294;56;45;61;50;47;29;61;36;60;58;47;31
